Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
01A,Fulton,3694,165,1570,685,16,2436,37,195,65,4,301,2737,
01B,Fulton,4327,258,1763,836,3,2860,53,192,88,2,335,3195,
01C,Fulton,1908,134,311,135,0,580,67,63,30,0,160,740,
01D,Fulton,754,26,261,111,8,406,4,30,12,0,46,452,
01E,Fulton,3720,115,1496,750,1,2362,21,190,71,0,282,2644,
01F,Fulton,1593,93,212,88,4,397,32,55,16,2,105,502,
01G,Fulton,2312,108,664,241,2,1015,34,103,49,2,188,1203,
01H,Fulton,896,49,157,99,3,308,18,48,20,3,89,397,
01I,Fulton,1,0,1,0,0,1,0,0,0,0,0,1,
01J,Fulton,2848,167,582,256,10,1015,68,165,63,6,302,1317,
01P,Fulton,1444,154,178,133,4,469,61,43,37,0,141,610,
01R,Fulton,1550,144,103,86,9,342,64,44,35,4,147,489,
01S,Fulton,2118,177,358,161,6,702,66,125,41,1,233,935,
01T,Fulton,1799,151,423,159,3,736,36,63,29,1,129,865,
02A,Fulton,4884,192,1805,1086,16,3099,26,261,101,5,393,3492,
02A1,Fulton,733,33,291,49,2,375,5,33,1,1,40,415,
02B,Fulton,4020,151,731,267,21,1170,43,117,36,8,204,1374,
02C,Fulton,2034,75,648,341,24,1088,17,90,49,11,167,1255,
02D,Fulton,5539,240,1847,985,25,3097,57,234,110,11,412,3509,
02E,Fulton,2009,111,852,438,0,1401,17,96,28,0,141,1542,
02F1,Fulton,3221,110,1264,711,5,2090,24,115,52,0,191,2281,
02F2,Fulton,851,47,241,126,4,418,11,38,10,1,60,478,
02G,Fulton,3895,203,1595,716,4,2518,36,158,65,2,261,2779,
02J,Fulton,2273,100,871,429,7,1407,20,86,38,4,148,1555,
02K,Fulton,1461,55,593,275,0,923,8,58,23,0,89,1012,
02L1,Fulton,5546,222,2025,1251,9,3507,36,260,132,4,432,3939,
02L1A,Fulton,1477,77,548,88,4,717,15,56,5,2,78,795,
02L2,Fulton,2249,127,836,348,5,1316,18,102,38,1,159,1475,
02S,Fulton,790,40,253,123,0,416,12,34,13,0,59,475,
02W,Fulton,978,59,376,120,0,555,7,43,14,0,64,619,
03A,Fulton,2230,105,308,173,10,596,37,79,50,11,177,773,
03B,Fulton,777,45,86,43,0,174,13,17,14,0,44,218,
03C,Fulton,1879,107,262,168,4,541,32,79,57,3,171,712,
03D,Fulton,1235,60,180,87,15,342,27,44,20,6,97,439,
03E,Fulton,2894,218,394,166,26,804,85,103,49,11,248,1052,
03F,Fulton,2328,123,787,348,3,1261,30,119,29,0,178,1439,
03G,Fulton,1033,63,126,35,2,226,17,26,9,2,54,280,
03H,Fulton,1091,64,178,73,0,315,23,44,20,1,88,403,
03I,Fulton,1607,99,334,112,18,563,12,28,11,2,53,616,
03L,Fulton,748,50,69,28,0,147,19,25,15,0,59,206,
03M,Fulton,965,145,234,79,1,459,36,26,13,1,76,535,
03N,Fulton,2804,165,391,128,16,700,67,78,24,8,177,877,
03P1A,Fulton,4404,255,1301,518,6,2080,40,169,48,5,262,2342,
03P2,Fulton,23,0,6,0,0,6,0,1,0,0,1,7,
03S,Fulton,908,67,147,77,0,291,31,52,23,0,106,397,
03T,Fulton,1742,116,402,108,6,632,36,98,27,0,161,793,
04A,Fulton,1554,77,250,129,0,456,23,71,31,0,125,581,
04B,Fulton,2948,101,342,171,0,614,24,83,29,0,136,750,
04C,Fulton,150,6,23,9,1,39,5,4,3,0,12,51,
04D,Fulton,1736,116,376,164,3,659,46,81,26,2,155,814,
04F,Fulton,2786,155,667,182,8,1012,50,132,29,3,214,1226,
04G,Fulton,1025,88,143,54,1,286,27,44,28,0,99,385,
04I,Fulton,4604,71,399,158,3,631,13,76,24,4,117,748,
04J,Fulton,1617,38,88,19,7,152,9,22,0,3,34,186,
04K,Fulton,2736,159,582,294,9,1044,44,127,63,5,239,1283,
04L,Fulton,2014,148,472,169,4,793,28,98,32,1,159,952,
04M,Fulton,979,74,128,52,3,257,28,26,16,2,72,329,
04S,Fulton,2541,200,467,229,5,901,69,140,61,4,274,1175,
04T,Fulton,1297,90,278,127,14,509,39,65,28,5,137,646,
04V,Fulton,3573,268,541,174,2,985,107,166,48,2,323,1308,
04W,Fulton,3365,50,106,27,7,190,6,26,1,0,33,223,
04X1,Fulton,2283,125,491,207,2,825,45,115,54,0,214,1039,
04X2,Fulton,846,42,195,85,0,322,17,46,14,0,77,399,
05A1,Fulton,2936,120,1219,578,2,1919,31,114,61,0,206,2125,
05A2,Fulton,3343,128,1372,579,10,2089,32,149,47,2,230,2319,
05B,Fulton,2171,130,532,226,2,890,47,93,37,1,178,1068,
05C,Fulton,135,4,24,5,0,33,3,5,3,0,11,44,
05D,Fulton,541,20,51,8,1,80,1,8,1,1,11,91,
05F,Fulton,248,21,80,21,1,123,3,8,2,0,13,136,
05J,Fulton,684,37,246,123,1,407,4,42,13,0,59,466,
05K,Fulton,2826,137,641,239,5,1022,19,94,27,0,140,1162,
06B,Fulton,1889,98,776,387,6,1267,12,73,27,2,114,1381,
06D,Fulton,6160,318,2171,2045,10,4544,60,290,174,1,525,5069,
06D1,Fulton,2539,93,1035,166,1,1295,11,85,18,2,116,1411,
06D2,Fulton,850,26,336,58,1,421,4,40,5,0,49,470,
06E,Fulton,2344,118,839,407,4,1368,20,104,48,3,175,1543,
06F,Fulton,2841,123,1138,513,3,1777,16,122,41,2,181,1958,
06G,Fulton,588,20,235,122,1,378,5,15,12,0,32,410,
06I,Fulton,4072,270,1302,527,18,2117,57,187,45,6,295,2412,
06J,Fulton,2770,102,1080,758,1,1941,18,118,42,0,178,2119,
06L1,Fulton,991,42,383,229,1,655,11,62,29,2,104,759,
06L2,Fulton,726,37,300,151,1,489,8,35,17,0,60,549,
06N,Fulton,1770,82,570,325,12,989,25,83,25,0,133,1122,
06Q,Fulton,571,42,185,57,4,288,8,26,6,2,42,330,
06R,Fulton,2015,66,695,394,2,1157,15,93,34,0,142,1299,
07A,Fulton,7691,526,2559,1313,16,4414,93,419,146,6,664,5078,
07B,Fulton,2952,181,1206,663,1,2051,39,167,60,0,266,2317,
07C,Fulton,4512,257,1309,1079,13,2658,37,196,112,2,347,3005,
07D,Fulton,4879,299,1664,650,15,2628,62,289,79,8,438,3066,
07E,Fulton,2247,86,775,568,5,1434,13,117,54,2,186,1620,
07F,Fulton,3790,230,1398,701,28,2357,39,209,61,2,311,2668,
07H,Fulton,2060,115,799,457,0,1371,25,116,36,0,177,1548,
07J,Fulton,3041,180,1124,568,11,1883,40,159,59,1,259,2142,
07M,Fulton,2401,147,678,386,0,1211,26,124,40,0,190,1401,
07N,Fulton,2139,122,592,338,7,1059,27,104,44,2,177,1236,
08A,Fulton,3084,222,1179,551,9,1961,33,213,54,1,301,2262,
08B,Fulton,3498,169,1480,636,2,2287,39,230,56,0,325,2612,
08C,Fulton,1500,65,643,292,0,1000,15,93,43,0,151,1151,
08D,Fulton,1073,39,436,231,14,720,6,97,19,4,126,846,
08E,Fulton,2568,121,1064,608,1,1794,26,180,50,2,258,2052,
08F1,Fulton,2187,116,975,432,3,1526,14,155,40,1,210,1736,
08G,Fulton,3086,167,849,585,4,1605,34,142,67,1,244,1849,
08H,Fulton,2556,112,1014,604,2,1732,16,166,52,1,235,1967,
08J,Fulton,3344,201,1468,538,9,2216,30,193,52,0,275,2491,
08K,Fulton,1049,80,420,217,0,717,14,42,15,0,71,788,
08L,Fulton,4505,237,1641,838,21,2737,51,235,72,0,358,3095,
08M,Fulton,2295,156,893,393,3,1445,36,153,33,0,222,1667,
08N1,Fulton,824,29,335,162,1,527,4,66,24,1,95,622,
08N2,Fulton,1616,74,561,355,2,992,14,93,36,0,143,1135,
08P,Fulton,1887,118,607,230,5,960,22,85,23,2,132,1092,
09A,Fulton,3856,178,1523,570,9,2280,38,230,66,0,334,2614,
09B,Fulton,464,24,48,47,0,119,4,31,17,0,52,171,
09C,Fulton,3353,194,660,356,18,1228,73,195,85,9,362,1590,
09D,Fulton,2299,165,314,228,6,713,59,120,62,1,242,955,
09E,Fulton,3261,207,759,261,1,1228,73,204,54,1,332,1560,
09F,Fulton,3917,171,1590,731,5,2497,37,228,56,1,322,2819,
09G,Fulton,3943,251,1459,650,6,2366,38,223,54,2,317,2683,
09H,Fulton,1185,79,383,149,1,612,10,43,17,0,70,682,
09I,Fulton,1397,114,189,126,1,430,28,70,42,1,141,571,
09K,Fulton,4002,178,640,367,10,1195,89,222,92,1,404,1599,
09K1,Fulton,1518,73,240,36,1,350,40,83,6,0,129,479,
09M,Fulton,2578,104,1178,360,0,1642,20,157,37,0,214,1856,
10A,Fulton,3186,182,722,418,6,1328,57,218,101,7,383,1711,
10B,Fulton,3965,182,1240,742,7,2171,54,254,119,5,432,2603,
10C,Fulton,2598,109,514,240,12,875,27,164,66,3,260,1135,
10D,Fulton,4968,205,795,396,88,1484,115,313,124,54,606,2090,
10E,Fulton,1084,64,227,152,1,444,31,77,28,3,139,583,
10F,Fulton,1208,81,245,154,10,490,37,62,40,2,141,631,
10G,Fulton,1332,72,410,206,0,688,28,95,34,3,160,848,
10H1,Fulton,439,20,111,61,9,201,9,40,16,5,70,271,
10H2,Fulton,2623,127,420,254,7,808,46,126,65,3,240,1048,
10I,Fulton,331,13,138,72,0,223,4,21,16,0,41,264,
10J,Fulton,1238,99,145,101,12,357,47,50,28,3,128,485,
10K,Fulton,1614,78,458,256,5,797,35,105,43,0,183,980,
10M,Fulton,2880,183,702,362,8,1255,63,170,72,3,308,1563,
10P,Fulton,1607,104,248,178,2,532,46,87,45,1,179,711,
10R,Fulton,928,66,151,61,11,289,34,48,16,2,100,389,
11B,Fulton,4395,251,1068,644,18,1981,86,269,152,17,524,2505,
11B1,Fulton,894,61,242,22,3,328,15,48,5,2,70,398,
11C,Fulton,3149,123,1139,502,9,1773,37,215,68,2,322,2095,
11E1,Fulton,1340,95,317,140,8,560,29,81,23,6,139,699,
11E2,Fulton,1003,56,276,135,2,469,22,64,23,2,111,580,
11E3,Fulton,3605,198,1100,294,12,1604,73,265,55,1,394,1998,
11G,Fulton,2556,91,376,254,23,744,27,106,57,9,199,943,
11H,Fulton,753,42,133,113,6,294,13,50,22,1,86,380,
11J,Fulton,2092,140,396,262,18,816,46,114,57,6,223,1039,
11K,Fulton,2045,101,495,318,12,926,40,124,63,2,229,1155,
11M,Fulton,1380,79,455,306,4,844,27,107,43,2,179,1023,
11M1,Fulton,2190,108,398,42,19,567,32,137,10,7,186,753,
11N,Fulton,2431,152,660,362,1,1175,44,149,64,1,258,1433,
11P,Fulton,2095,92,434,306,9,841,40,98,71,5,214,1055,
11R,Fulton,2253,77,295,169,3,544,40,153,61,3,257,801,
12A,Fulton,4971,229,1365,606,12,2212,84,299,123,6,512,2724,
12A1,Fulton,690,39,258,23,6,326,8,54,1,2,65,391,
12D,Fulton,1408,75,256,110,1,442,33,90,28,1,152,594,
12E1,Fulton,1906,86,221,164,1,472,34,89,74,3,200,672,
12F,Fulton,1229,87,224,72,0,383,29,72,17,2,120,503,
12G,Fulton,885,40,139,137,1,317,18,47,41,0,106,423,
12H1,Fulton,1170,75,129,61,9,274,26,48,15,3,92,366,
12H2,Fulton,2998,210,537,299,5,1051,74,158,77,2,311,1362,
12I,Fulton,1079,42,167,104,27,340,17,55,40,11,123,463,
12J,Fulton,3154,186,538,250,19,993,84,172,81,12,349,1342,
12K,Fulton,3620,160,796,295,8,1259,52,170,66,2,290,1549,
12L,Fulton,774,40,98,51,2,191,14,41,15,1,71,262,
12M,Fulton,2990,258,482,234,15,989,116,163,63,5,347,1336,
12N,Fulton,1134,76,177,71,9,333,19,43,11,3,76,409,
12S,Fulton,2079,132,463,186,10,791,38,107,44,3,192,983,
AP01A,Fulton,5236,226,2086,1016,5,3333,58,329,116,0,503,3836,
AP01B,Fulton,1281,76,437,217,7,737,17,77,21,2,117,854,
AP01C,Fulton,2409,117,988,424,4,1533,16,184,54,7,261,1794,
AP01D,Fulton,1015,52,341,187,0,580,16,52,14,0,82,662,
AP021,Fulton,3408,231,1389,496,4,2120,30,210,48,1,289,2409,
AP022,Fulton,2507,144,814,474,0,1432,28,136,69,0,233,1665,
AP02B,Fulton,677,27,181,172,5,385,4,29,16,3,52,437,
AP03,Fulton,775,76,206,61,6,349,23,28,10,0,61,410,
AP04A,Fulton,1760,108,706,385,8,1207,17,115,41,1,174,1381,
AP04B,Fulton,473,37,211,68,4,320,9,37,7,2,55,375,
AP05,Fulton,4776,304,1863,959,6,3132,48,300,92,6,446,3578,
AP06,Fulton,1967,129,841,338,12,1320,15,122,37,0,174,1494,
AP07A,Fulton,3910,230,1383,666,15,2294,46,241,84,8,379,2673,
AP07B,Fulton,1882,104,765,338,16,1223,21,133,39,2,195,1418,
AP09A,Fulton,4437,271,1702,852,10,2835,67,273,83,1,424,3259,
AP09B,Fulton,925,48,345,179,2,574,10,50,23,0,83,657,
AP10,Fulton,992,63,414,172,29,678,9,63,11,4,87,765,
AP12A,Fulton,746,49,247,99,16,411,15,34,12,0,61,472,
AP12B,Fulton,947,63,253,159,6,481,9,48,13,2,72,553,
AP12C,Fulton,2367,125,940,341,13,1419,31,143,34,2,210,1629,
AP14,Fulton,3232,143,1311,673,7,2134,19,213,72,2,306,2440,
CH01,Fulton,376,18,92,33,3,146,6,39,18,1,64,210,
CH02,Fulton,338,35,95,56,0,186,11,24,10,0,45,231,
CH03,Fulton,410,49,130,38,0,217,13,38,15,0,66,283,
CH04A,Fulton,825,51,353,132,0,536,10,60,18,0,88,624,
CH05,Fulton,429,40,135,72,0,247,13,36,10,0,59,306,
CP011,Fulton,1353,78,368,149,8,603,25,83,25,0,133,736,
CP012,Fulton,1469,73,490,198,2,763,17,93,22,4,136,899,
CP01B,Fulton,422,16,121,47,0,184,11,44,7,0,62,246,
CP02,Fulton,1208,66,310,136,0,512,24,77,35,1,137,649,
CP04A,Fulton,13,0,2,0,0,2,0,1,0,0,1,3,
CP04B,Fulton,38,1,5,5,0,11,1,3,4,0,8,19,
CP051,Fulton,1756,112,415,209,0,736,34,119,41,0,194,930,
CP05B,Fulton,153,11,27,5,4,47,9,11,5,0,25,72,
CP06A,Fulton,732,40,95,28,1,164,10,32,9,0,51,215,
CP07B,Fulton,7,0,2,0,0,2,2,0,0,0,2,4,
CP07C,Fulton,323,14,32,7,0,53,4,14,1,0,19,72,
CP07D,Fulton,790,37,100,32,0,169,28,27,7,0,62,231,
CP07E,Fulton,127,14,12,3,0,29,5,6,0,0,11,40,
CP07F,Fulton,266,12,24,6,0,42,10,12,0,0,22,64,
CP081,Fulton,373,24,45,13,2,84,13,11,1,3,28,112,
CP083,Fulton,240,11,13,2,0,26,2,6,0,0,8,34,
CP084,Fulton,1,0,0,0,0,0,0,0,0,0,0,0,
CP08A,Fulton,756,46,70,12,0,128,20,17,14,0,51,179,
EP01A,Fulton,2978,151,830,300,10,1291,47,183,61,1,292,1583,
EP01B,Fulton,3473,164,785,371,8,1328,61,214,83,1,359,1687,
EP02A,Fulton,2407,113,436,253,14,816,50,124,65,6,245,1061,
EP02B,Fulton,1679,81,614,260,1,956,16,87,45,0,148,1104,
EP02C,Fulton,522,14,173,60,0,247,4,30,13,0,47,294,
EP02D,Fulton,420,23,133,40,0,196,10,24,10,0,44,240,
EP02E,Fulton,1668,91,377,127,0,595,19,83,34,0,136,731,
EP03A,Fulton,4925,241,1265,694,6,2206,88,313,131,2,534,2740,
EP03B,Fulton,1547,55,515,297,4,871,25,115,45,2,187,1058,
EP04A,Fulton,5020,406,1061,552,25,2044,135,278,119,9,541,2585,
EP04B,Fulton,2624,114,914,230,7,1265,40,149,44,1,234,1499,
EP04C,Fulton,1318,0,326,38,3,367,0,73,4,1,78,445,
FA01A,Fulton,4032,168,1205,529,10,1912,85,321,110,5,521,2433,
FA01B,Fulton,5860,22,1883,755,7,2667,10,490,153,1,654,3321,
FA01C,Fulton,769,45,222,84,1,352,17,69,23,0,109,461,
FA01D,Fulton,321,16,96,6,10,128,1,22,2,6,31,159,
FC01,Fulton,325,18,100,21,1,140,5,27,4,1,37,177,
FC02,Fulton,585,10,18,5,0,33,3,10,4,1,18,51,
FC03,Fulton,17,1,5,0,5,11,0,2,0,1,3,14,
HP01,Fulton,3824,324,974,445,4,1747,84,194,79,1,358,2105,
JC01,Fulton,4128,241,1543,1029,8,2821,61,236,137,3,437,3258,
JC01A,Fulton,1738,131,545,121,5,802,31,117,18,0,166,968,
JC02,Fulton,3001,172,960,620,5,1757,44,150,99,1,294,2051,
JC03A,Fulton,594,36,270,84,4,394,9,46,5,0,60,454,
JC03B,Fulton,1616,117,607,270,0,994,27,105,47,0,179,1173,
JC04A,Fulton,3177,107,1392,618,14,2131,21,213,74,2,310,2441,
JC04B,Fulton,334,10,107,55,0,172,3,30,7,0,40,212,
JC04C,Fulton,1251,49,499,246,0,794,12,94,29,0,135,929,
JC05,Fulton,2350,136,945,370,3,1454,28,164,34,1,227,1681,
JC06,Fulton,2840,229,916,518,6,1669,36,169,83,2,290,1959,
JC07,Fulton,4670,203,1656,978,27,2864,35,327,116,5,483,3347,
JC08,Fulton,2931,153,1220,527,4,1904,30,194,61,1,286,2190,
JC09,Fulton,3250,204,1214,560,3,1981,42,186,79,2,309,2290,
JC10,Fulton,2641,156,915,495,15,1581,28,178,74,2,282,1863,
JC11,Fulton,3497,228,1360,618,0,2206,48,241,70,0,359,2565,
JC12,Fulton,2832,106,1059,596,4,1765,23,236,80,0,339,2104,
JC13A,Fulton,2317,109,975,400,1,1485,17,175,46,0,238,1723,
JC13B,Fulton,282,9,127,45,1,182,0,29,11,0,40,222,
JC14,Fulton,2608,107,1155,466,1,1729,24,189,42,1,256,1985,
JC15,Fulton,959,54,355,139,0,548,10,77,14,0,101,649,
JC16,Fulton,2707,159,1115,457,1,1732,26,173,70,0,269,2001,
JC18,Fulton,2857,115,1267,536,2,1920,30,195,49,1,275,2195,
JC19,Fulton,4174,179,1675,765,9,2628,33,257,99,4,393,3021,
ML01A,Fulton,2795,164,1310,426,27,1927,31,177,45,5,258,2185,
ML01B,Fulton,708,44,300,123,0,467,5,46,7,0,58,525,
ML02A,Fulton,2580,246,997,434,2,1679,48,177,45,0,270,1949,
ML02B,Fulton,1914,145,810,315,2,1272,27,104,50,0,181,1453,
ML03,Fulton,3718,271,1551,634,4,2460,53,255,82,3,393,2853,
ML03A,Fulton,301,17,141,16,2,176,1,12,4,0,17,193,
ML04,Fulton,3322,220,1324,576,26,2146,45,249,68,2,364,2510,
ML05,Fulton,4843,305,1771,856,12,2944,54,313,100,0,467,3411,
ML06A,Fulton,2181,150,690,264,4,1108,38,121,43,3,205,1313,
ML06B,Fulton,3119,205,1059,508,4,1776,41,207,68,2,318,2094,
ML07A,Fulton,836,109,297,134,0,540,28,36,14,0,78,618,
ML07B,Fulton,1675,213,600,262,1,1076,43,97,35,0,175,1251,
MP01,Fulton,472,188,56,63,6,313,23,9,10,0,42,355,
PA01,Fulton,3006,164,808,353,14,1339,56,246,78,1,381,1720,
RW01,Fulton,5010,227,2004,1248,6,3485,37,302,129,7,475,3960,
RW02,Fulton,4061,260,1560,889,8,2717,62,254,86,3,405,3122,
RW03,Fulton,5041,354,1557,846,5,2762,76,310,75,8,469,3231,
RW04,Fulton,1861,82,805,420,1,1308,16,127,39,0,182,1490,
RW05,Fulton,2910,232,831,389,10,1462,52,144,72,2,270,1732,
RW06,Fulton,3071,197,1224,540,6,1967,36,163,29,1,229,2196,
RW07A,Fulton,1773,177,384,136,1,698,54,92,32,1,179,877,
RW07B,Fulton,449,52,92,67,15,226,11,17,3,5,36,262,
RW08,Fulton,2429,171,799,571,7,1548,31,108,65,1,205,1753,
RW09,Fulton,4450,296,1755,1215,3,3269,43,264,116,0,423,3692,
RW09A,Fulton,1892,131,785,124,5,1045,25,139,21,1,186,1231,
RW10,Fulton,3653,210,1473,808,11,2502,26,226,57,0,309,2811,
RW11A,Fulton,2865,197,936,561,9,1703,36,179,60,1,276,1979,
RW12,Fulton,3899,320,1553,1129,4,3006,47,249,118,0,414,3420,
RW12A,Fulton,2458,161,922,153,4,1240,36,155,25,3,219,1459,
RW13,Fulton,3764,272,1507,672,7,2458,63,250,60,1,374,2832,
RW16,Fulton,2101,134,845,393,6,1378,23,145,30,0,198,1576,
RW17,Fulton,3100,248,1088,472,4,1812,54,177,46,0,277,2089,
RW19,Fulton,2147,142,880,412,1,1435,25,131,34,1,191,1626,
RW20,Fulton,2701,93,1220,505,6,1824,25,182,54,1,262,2086,
RW21,Fulton,3362,122,1431,583,13,2149,39,244,63,6,352,2501,
RW22A,Fulton,4788,270,1701,633,13,2617,56,279,76,2,413,3030,
SC01A,Fulton,41,2,35,7,0,44,0,4,0,0,4,48,
SC01B,Fulton,2088,102,953,265,11,1331,27,185,31,3,246,1577,
SC01C,Fulton,2249,66,876,396,7,1345,21,182,58,3,264,1609,
SC02,Fulton,1426,35,592,234,1,862,8,130,31,2,171,1033,
SC04,Fulton,1080,91,341,157,5,594,20,76,21,0,117,711,
SC05A,Fulton,721,45,250,66,3,364,11,67,19,2,99,463,
SC05B,Fulton,3646,135,1488,413,7,2043,52,300,82,1,435,2478,
SC05D,Fulton,2808,141,1065,315,2,1523,48,238,51,0,337,1860,
SC05E,Fulton,688,36,225,122,3,386,10,50,19,1,80,466,
SC07A,Fulton,4506,202,1589,921,8,2720,55,377,136,2,570,3290,
SC07C,Fulton,41,1,8,3,0,12,0,1,0,0,1,13,
SC07D,Fulton,2038,108,693,74,4,879,31,169,18,0,218,1097,
SC08B,Fulton,4096,210,1204,502,12,1928,73,332,135,0,540,2468,
SC08C,Fulton,91,3,31,16,0,50,3,14,2,0,19,69,
SC08D,Fulton,605,34,188,68,0,290,4,41,11,0,56,346,
SC08E,Fulton,724,46,249,55,4,354,14,51,11,0,76,430,
SC08F,Fulton,793,37,229,87,1,354,6,56,12,0,74,428,
SC08G,Fulton,14,0,1,0,0,1,0,2,0,0,2,3,
SC08H,Fulton,1,0,0,0,0,0,0,0,0,0,0,0,
SC09A,Fulton,1865,130,422,186,5,743,52,123,43,3,221,964,
SC09B,Fulton,1920,95,572,326,2,995,32,156,44,0,232,1227,
SC09C,Fulton,1852,131,439,234,1,805,48,102,52,1,203,1008,
SC10,Fulton,1912,109,331,146,6,592,49,102,35,3,189,781,
SC11A,Fulton,1656,114,428,217,21,780,34,110,47,3,194,974,
SC11B,Fulton,1691,92,413,260,2,767,21,132,57,2,212,979,
SC13,Fulton,2895,122,1082,360,7,1571,51,288,63,0,402,1973,
SC14A,Fulton,1030,51,262,85,0,398,17,68,15,0,100,498,
SC15,Fulton,4522,209,1637,705,4,2555,77,378,133,2,590,3145,
SC15A,Fulton,2482,104,1065,92,0,1261,32,233,13,0,278,1539,
SC16A,Fulton,5175,220,2071,731,0,3022,71,396,134,0,601,3623,
SC17A,Fulton,60,0,28,10,0,38,1,3,0,0,4,42,
SC17B,Fulton,10,0,1,0,3,4,0,0,0,0,0,4,
SC17C,Fulton,1293,49,414,155,0,618,25,88,28,0,141,759,
SC18A,Fulton,570,32,176,105,0,313,10,49,9,0,68,381,
SC18B,Fulton,915,29,391,133,0,553,12,75,27,0,114,667,
SC18C,Fulton,2100,67,856,342,0,1265,12,166,66,0,244,1509,
SC19A,Fulton,213,6,63,42,1,112,1,21,5,0,27,139,
SC19B,Fulton,1628,109,374,188,7,678,30,64,35,3,132,810,
SC20,Fulton,2562,88,1257,322,21,1688,24,231,40,8,303,1991,
SC211,Fulton,1828,87,667,248,0,1002,16,168,52,0,236,1238,
SC212,Fulton,4244,194,1427,502,6,2129,71,332,106,4,513,2642,
SC23A,Fulton,3854,255,883,531,6,1675,82,252,101,4,439,2114,
SC23B,Fulton,557,45,126,90,1,262,11,42,23,1,77,339,
SC23C,Fulton,2606,160,704,320,2,1186,57,171,76,0,304,1490,
SC27,Fulton,2361,106,592,399,0,1097,52,138,70,0,260,1357,
SC29A,Fulton,3154,196,740,454,7,1397,79,212,79,3,373,1770,
SC30A,Fulton,157,4,43,51,1,99,1,3,6,5,15,114,
SC30B,Fulton,1110,44,294,124,0,462,19,64,22,0,105,567,
SS01,Fulton,4846,217,1839,1103,6,3165,59,294,117,0,470,3635,
SS02A,Fulton,1206,54,445,260,3,762,10,62,25,2,99,861,
SS02B,Fulton,1318,64,458,226,4,752,12,79,16,1,108,860,
SS03,Fulton,1577,97,637,301,4,1039,17,91,35,0,143,1182,
